manifest_path,mnemonic,rom_path
"nds/Clique, The - Queen Teen (Europe) (En,Fr,De,Es,It).nds",nds,"Clique, The - Queen Teen (Europe) (En,Fr,De,Es,It).nds"
nds/Cloudy with a Chance of Meatballs 2 (USA).nds,nds,Cloudy with a Chance of Meatballs 2 (USA).nds
nds/Clue + Aggravation + Perfection + Mouse Trap (USA).nds,nds,Clue + Aggravation + Perfection + Mouse Trap (USA).nds
"nds/Cocoto Racers (Europe) (En,Fr,De,Es,It).nds",nds,"Cocoto Racers (Europe) (En,Fr,De,Es,It).nds"
"nds/Colin McRae - DiRT 2 (Europe) (En,Fr,De,Es,It).nds",nds,"Colin McRae - DiRT 2 (Europe) (En,Fr,De,Es,It).nds"
"nds/Colour Cross (Europe) (En,Fr,De,Es,It).nds",nds,"Colour Cross (Europe) (En,Fr,De,Es,It).nds"
"nds/Combat of Giants - Dinosaurs (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds",nds,"Combat of Giants - Dinosaurs (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds"
"nds/Combat of Giants - Dragons (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds",nds,"Combat of Giants - Dragons (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds"
"nds/Combat of Giants - Mutant Insects (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds",nds,"Combat of Giants - Mutant Insects (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds"
"nds/Combo Pack - Madagascar 3 - Europe's Most Wanted + Croods, The - Prehistoric Party! (Europe) (En,Fr,De,Es,It).nds",nds,"Combo Pack - Madagascar 3 - Europe's Most Wanted + Croods, The - Prehistoric Party! (Europe) (En,Fr,De,Es,It).nds"
nds/Cooking Guide - Can't Decide What to Eat (Europe).nds,nds,Cooking Guide - Can't Decide What to Eat (Europe).nds
"nds/Cooking Mama 3 (Europe) (En,Fr,De,Es,It).nds",nds,"Cooking Mama 3 (Europe) (En,Fr,De,Es,It).nds"
"nds/Cooking Mama World - Combo Pack - Volume 1 (Europe) (En,Fr,De,Es,It).nds",nds,"Cooking Mama World - Combo Pack - Volume 1 (Europe) (En,Fr,De,Es,It).nds"
"nds/Cooking Mama World - Combo Pack - Volume 2 (Europe) (En,Fr,De,Es,It).nds",nds,"Cooking Mama World - Combo Pack - Volume 2 (Europe) (En,Fr,De,Es,It).nds"
"nds/Cooking Mama World - Hobbies & Fun (Europe) (En,Fr,De,Es,It).nds",nds,"Cooking Mama World - Hobbies & Fun (Europe) (En,Fr,De,Es,It).nds"
"nds/Cooking Mama World - Outdoor Adventures (Europe) (En,Fr,De,Es,It).nds",nds,"Cooking Mama World - Outdoor Adventures (Europe) (En,Fr,De,Es,It).nds"
"nds/Cradle of Rome 2 (Europe) (En,Fr,Es,It).nds",nds,"Cradle of Rome 2 (Europe) (En,Fr,Es,It).nds"
"nds/Croods, The - Prehistoric Party! (USA) (En,Fr,Es).nds",nds,"Croods, The - Prehistoric Party! (USA) (En,Fr,Es).nds"
"nds/Daring Game for Girls, The (USA).nds",nds,"Daring Game for Girls, The (USA).nds"
"nds/Dark Spire, The (USA).nds",nds,"Dark Spire, The (USA).nds"
nds/Darkrai Distribution 2008 (USA) (Wi-Fi Kiosk) (Save Data).nds,nds,Darkrai Distribution 2008 (USA) (Wi-Fi Kiosk) (Save Data).nds
"nds/Darkrai Distribution 2011 (Europe) (En,Fr,De,Es,It) (Wi-Fi Kiosk) (Save Data).nds",nds,"Darkrai Distribution 2011 (Europe) (En,Fr,De,Es,It) (Wi-Fi Kiosk) (Save Data).nds"
"nds/Dead'n'Furious (Europe) (En,Fr,De,Es,It).nds",nds,"Dead'n'Furious (Europe) (En,Fr,De,Es,It).nds"
nds/Deal or No Deal - The Official Nintendo DS Game (Europe).nds,nds,Deal or No Deal - The Official Nintendo DS Game (Europe).nds
nds/Death Jr. and the Science Fair of Doom (USA).nds,nds,Death Jr. and the Science Fair of Doom (USA).nds
nds/Deoxys Distribution 2008 (USA) (Wi-Fi Kiosk) (Save Data).nds,nds,Deoxys Distribution 2008 (USA) (Wi-Fi Kiosk) (Save Data).nds
"nds/Despicable Me - Minion Mayhem (Europe) (En,Fr,De,Es,It,Sv,No,Da,Fi).nds",nds,"Despicable Me - Minion Mayhem (Europe) (En,Fr,De,Es,It,Sv,No,Da,Fi).nds"
nds/Devilish (Europe).nds,nds,Devilish (Europe).nds
nds/Diamond Trust of London (Jason Rohrer with Music by Tom Bailey) (USA).nds,nds,Diamond Trust of London (Jason Rohrer with Music by Tom Bailey) (USA).nds
"nds/Diddl in the Cheesecakeland - Diddl en Diddland (Europe) (En,Fr,De).nds",nds,"Diddl in the Cheesecakeland - Diddl en Diddland (Europe) (En,Fr,De).nds"
nds/Digging For Dinosaurs (USA).nds,nds,Digging For Dinosaurs (USA).nds
"nds/Diner Dash (Europe) (En,Fr,De,Es,It).nds",nds,"Diner Dash (Europe) (En,Fr,De,Es,It).nds"
"nds/Discovery Kids - Snake Safari (USA) (En,Fr,Es) (Rev 1).nds",nds,"Discovery Kids - Snake Safari (USA) (En,Fr,Es) (Rev 1).nds"
"nds/Discovery Kids - Spider Quest (USA) (En,Fr,Es).nds",nds,"Discovery Kids - Spider Quest (USA) (En,Fr,Es).nds"
nds/Disney Big Hero 6 - Battle in the Bay (USA).nds,nds,Disney Big Hero 6 - Battle in the Bay (USA).nds
nds/Disney Frozen - Olaf's Quest (USA).nds,nds,Disney Frozen - Olaf's Quest (USA).nds
"nds/Disney Planes (USA) (En,Fr,Es).nds",nds,"Disney Planes (USA) (En,Fr,Es).nds"
nds/Disney Two Pack - Frozen Olaf's Quest + Big Hero 6 - Battle in the Bay (USA).nds,nds,Disney Two Pack - Frozen Olaf's Quest + Big Hero 6 - Battle in the Bay (USA).nds
"nds/Disney Violetta - Rhythm & Music (Europe) (En,Fr,De,Es,It,Pt).nds",nds,"Disney Violetta - Rhythm & Music (Europe) (En,Fr,De,Es,It,Pt).nds"
"nds/Diva Girls - Making the Music (Europe) (En,Fr,De,Es,It).nds",nds,"Diva Girls - Making the Music (Europe) (En,Fr,De,Es,It).nds"
"nds/Diva Girls - Princess on Ice 2 (Europe) (En,Fr,De,Es,It).nds",nds,"Diva Girls - Princess on Ice 2 (Europe) (En,Fr,De,Es,It).nds"
"nds/Dogz 2 (Europe) (En,Fr,De,Es,It).nds",nds,"Dogz 2 (Europe) (En,Fr,De,Es,It).nds"
"nds/Dolphin Island (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"Dolphin Island (Europe) (En,Fr,De,Es,It,Nl).nds"
"nds/Dolphin Island - Underwater Adventures (Europe) (En,Fr,De,Es,It,Nl) (NDSi Enhanced).nds",nds,"Dolphin Island - Underwater Adventures (Europe) (En,Fr,De,Es,It,Nl) (NDSi Enhanced).nds"
"nds/Donkey Kong - Jungle Climber (Europe) (En,Fr,De,Es,It).nds",nds,"Donkey Kong - Jungle Climber (Europe) (En,Fr,De,Es,It).nds"
nds/Doodle Jump Journey (USA).nds,nds,Doodle Jump Journey (USA).nds
nds/Dora & Friends' - Fantastic Flight (Europe).nds,nds,Dora & Friends' - Fantastic Flight (Europe).nds
"nds/Dora & Friends' - Pet Shelter (Europe) (En,Fr,Es,Nl).nds",nds,"Dora & Friends' - Pet Shelter (Europe) (En,Fr,Es,Nl).nds"
nds/Dora the Explorer - Dora Puppy (Europe).nds,nds,Dora the Explorer - Dora Puppy (Europe).nds
"nds/Dr Kawashima's Brain Training - How Old Is Your Brain (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"Dr Kawashima's Brain Training - How Old Is Your Brain (Europe) (En,Fr,De,Es,It,Nl).nds"
"nds/Dr Reiner Knizia's Brainbenders (Europe) (En,Fr,De,Es,It).nds",nds,"Dr Reiner Knizia's Brainbenders (Europe) (En,Fr,De,Es,It).nds"
nds/Dr. Seuss - How the Grinch Stole Christmas! (USA).nds,nds,Dr. Seuss - How the Grinch Stole Christmas! (USA).nds
"nds/Drachenspass mit Hexe Lilli (Europe) (En,Fr,De,Es,It) [b].nds",nds,"Drachenspass mit Hexe Lilli (Europe) (En,Fr,De,Es,It) [b].nds"
"nds/Dragon Ball Z - Goku Densetsu (Europe) (En,Fr,De,Es,It).nds",nds,"Dragon Ball Z - Goku Densetsu (Europe) (En,Fr,De,Es,It).nds"
"nds/Dragon Quest - The Chapters of the Chosen (Europe) (En,Fr,De,Es,It).nds",nds,"Dragon Quest - The Chapters of the Chosen (Europe) (En,Fr,De,Es,It).nds"
"nds/Dragon Quest - The Hand of the Heavenly Bride (Europe) (En,Fr,De,Es,It).nds",nds,"Dragon Quest - The Hand of the Heavenly Bride (Europe) (En,Fr,De,Es,It).nds"
"nds/Dragon Quest VI - Realms of Reverie (Europe) (En,Fr,De,Es,It).nds",nds,"Dragon Quest VI - Realms of Reverie (Europe) (En,Fr,De,Es,It).nds"
nds/Dragonite Distribution 2008 (USA) (Wi-Fi Kiosk) (Save Data).nds,nds,Dragonite Distribution 2008 (USA) (Wi-Fi Kiosk) (Save Data).nds
nds/Dream Dancer (USA).nds,nds,Dream Dancer (USA).nds
"nds/Dreamer Series - Horse Trainer (USA) (En,Fr,De,Es).nds",nds,"Dreamer Series - Horse Trainer (USA) (En,Fr,De,Es).nds"
"nds/Dungeon Explorer (Europe) (En,Fr,De,Es,It).nds",nds,"Dungeon Explorer (Europe) (En,Fr,De,Es,It).nds"
"nds/Dungeon Maker (Europe) (En,Fr,De,Es,It).nds",nds,"Dungeon Maker (Europe) (En,Fr,De,Es,It).nds"
"nds/Easy Learning - Discover Our World (Europe) (En,Fr,De,Es,It).nds",nds,"Easy Learning - Discover Our World (Europe) (En,Fr,De,Es,It).nds"
"nds/Easy Piano - Learn, Play & Compose (Europe) (En,Fr,De,Es,It).nds",nds,"Easy Piano - Learn, Play & Compose (Europe) (En,Fr,De,Es,It).nds"
"nds/Ecolis - Save the Forest (Europe) (En,Fr,De,Es,It).nds",nds,"Ecolis - Save the Forest (Europe) (En,Fr,De,Es,It).nds"
"nds/Eindeloos Mahjong (Netherlands) (En,Nl).nds",nds,"Eindeloos Mahjong (Netherlands) (En,Nl).nds"
"nds/Eledees - The Adventures of Kai and Zero (Europe) (En,Fr,De,Es,It).nds",nds,"Eledees - The Adventures of Kai and Zero (Europe) (En,Fr,De,Es,It).nds"
"nds/Element Girls - Love, Fashion & Friends (Europe) (En,Fr,De,Es,It).nds",nds,"Element Girls - Love, Fashion & Friends (Europe) (En,Fr,De,Es,It).nds"
"nds/Ellen Whitaker's Horse Life (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"Ellen Whitaker's Horse Life (Europe) (En,Fr,De,Es,It,Nl).nds"
"nds/Elvenland (Europe) (En,Fr,De).nds",nds,"Elvenland (Europe) (En,Fr,De).nds"
nds/Emergency! - Disaster Rescue Squad (USA).nds,nds,Emergency! - Disaster Rescue Squad (USA).nds
"nds/Emily - My Animal Shelter (Europe) (En,Fr,It).nds",nds,"Emily - My Animal Shelter (Europe) (En,Fr,It).nds"
"nds/Emily - My Dog Paradise (Europe) (En,Fr,It) [b].nds",nds,"Emily - My Dog Paradise (Europe) (En,Fr,It) [b].nds"
"nds/Emily - My Personal Diary (Europe) (En,Fr,De,Es,It,Nl) [b].nds",nds,"Emily - My Personal Diary (Europe) (En,Fr,De,Es,It,Nl) [b].nds"
nds/Emily the Strange - Strangerous (USA) (NDSi Enhanced).nds,nds,Emily the Strange - Strangerous (USA) (NDSi Enhanced).nds
"nds/Enchanted Folk and the School of Wizardry (Europe) (En,Fr,De,Es,It).nds",nds,"Enchanted Folk and the School of Wizardry (Europe) (En,Fr,De,Es,It).nds"
"nds/English Buddy (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"English Buddy (Europe) (En,Fr,De,Es,It,Nl).nds"
nds/Everything's Rosie (Europe).nds,nds,Everything's Rosie (Europe).nds
"nds/Evolution GT (Europe) (En,Fr,De,Es,It).nds",nds,"Evolution GT (Europe) (En,Fr,De,Es,It).nds"
"nds/FIFA Soccer 11 (USA) (En,Fr,De,Es,It) (NDSi Enhanced).nds",nds,"FIFA Soccer 11 (USA) (En,Fr,De,Es,It) (NDSi Enhanced).nds"
"nds/Fairyland - Melody Magic (USA) (En,Fr,De,Es,It).nds",nds,"Fairyland - Melody Magic (USA) (En,Fr,De,Es,It).nds"
"nds/Family Park Tycoon (Europe) (En,De).nds",nds,"Family Park Tycoon (Europe) (En,De).nds"
"nds/Farm Life - Manage Your Own Farm (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"Farm Life - Manage Your Own Farm (Europe) (En,Fr,De,Es,It,Nl).nds"
"nds/Fashion Designer - Style Icon (Europe) (En,Fr,De,Es,It).nds",nds,"Fashion Designer - Style Icon (Europe) (En,Fr,De,Es,It).nds"
nds/Fashion Dogz (Europe).nds,nds,Fashion Dogz (Europe).nds
"nds/Fashion Week Jr. - Designer (USA) (En,Fr,Es).nds",nds,"Fashion Week Jr. - Designer (USA) (En,Fr,Es).nds"
"nds/Ferrari Challenge - Trofeo Pirelli - European Series (Europe) (En,Fr,De,Es,It).nds",nds,"Ferrari Challenge - Trofeo Pirelli - European Series (Europe) (En,Fr,De,Es,It).nds"
nds/Fifi and the Flowertots - Fifi's Garden Party (Europe).nds,nds,Fifi and the Flowertots - Fifi's Garden Party (Europe).nds
"nds/Finde die Unterschiede - Foto Frenzy (Europe) (En,Fr,De,Es,It).nds",nds,"Finde die Unterschiede - Foto Frenzy (Europe) (En,Fr,De,Es,It).nds"
nds/Finding Nemo - Escape to the Big Blue - Special Edition (USA).nds,nds,Finding Nemo - Escape to the Big Blue - Special Edition (USA).nds
nds/Fireman Sam - Action Stations (Europe).nds,nds,Fireman Sam - Action Stations (Europe).nds
nds/Freddie Flintoff's Power Play Cricket (Europe).nds,nds,Freddie Flintoff's Power Play Cricket (Europe).nds
"nds/Fritz (Europe) (En,Fr,De,Es,It).nds",nds,"Fritz (Europe) (En,Fr,De,Es,It).nds"
"nds/G.I. Joe - The Rise of Cobra (USA) (En,Fr,Es).nds",nds,"G.I. Joe - The Rise of Cobra (USA) (En,Fr,Es).nds"
"nds/GEO Puzzle - Wunder Natur - Echter Puzzlespass fuer Unterwegs (Europe) (En,Fr,De,Es,It).nds",nds,"GEO Puzzle - Wunder Natur - Echter Puzzlespass fuer Unterwegs (Europe) (En,Fr,De,Es,It).nds"
"nds/Garfield 2 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi).nds",nds,"Garfield 2 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi).nds"
"nds/Gauntlet (USA) (En,Fr,Es) (Proto).nds",nds,"Gauntlet (USA) (En,Fr,Es) (Proto).nds"
"nds/General Knowledge for Dummies (Europe) (En,Fr,De).nds",nds,"General Knowledge for Dummies (Europe) (En,Fr,De).nds"
"nds/George of the Jungle (Europe) (En,Fr,De,Es,It).nds",nds,"George of the Jungle (Europe) (En,Fr,De,Es,It).nds"
"nds/Girls Life - Fashion Addict (Europe) (En,Fr,De,Es,It,Nl) (NDSi Enhanced).nds",nds,"Girls Life - Fashion Addict (Europe) (En,Fr,De,Es,It,Nl) (NDSi Enhanced).nds"
"nds/Girls Life - Jewellery Style (Europe) (En,Fr,De,Es,It,Nl) (NDSi Enhanced).nds",nds,"Girls Life - Jewellery Style (Europe) (En,Fr,De,Es,It,Nl) (NDSi Enhanced).nds"
"nds/Godzilla Unleashed (Europe) (En,Fr,De,Es,It).nds",nds,"Godzilla Unleashed (Europe) (En,Fr,De,Es,It).nds"
"nds/Golden Compass, The (USA) (En,Fr,De,Es,It).nds",nds,"Golden Compass, The (USA) (En,Fr,De,Es,It).nds"
"nds/Golden Compass, The - The Official Videogame (Europe) (En,Fr,De,Es,It).nds",nds,"Golden Compass, The - The Official Videogame (Europe) (En,Fr,De,Es,It).nds"
"nds/Gremlins - Gizmo (USA) (En,Fr,Es,Pt).nds",nds,"Gremlins - Gizmo (USA) (En,Fr,Es,Pt).nds"
"nds/Guild DS, The (Europe) (En,Fr,De).nds",nds,"Guild DS, The (Europe) (En,Fr,De).nds"
"nds/Gummy Bears - Mini Golf (USA) (En,Fr,Es).nds",nds,"Gummy Bears - Mini Golf (USA) (En,Fr,Es).nds"
nds/Hamsterz 2 (Europe).nds,nds,Hamsterz 2 (Europe).nds
"nds/Happily Ever After - Volume 1 (USA) (En,Fr).nds",nds,"Happily Ever After - Volume 1 (USA) (En,Fr).nds"
"nds/Happily Ever After - Volume 2 (USA) (En,Fr).nds",nds,"Happily Ever After - Volume 2 (USA) (En,Fr).nds"
"nds/Happy Feet 2 (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"Happy Feet 2 (Europe) (En,Fr,De,Es,It,Nl).nds"
"nds/Happy Party with Hello Kitty & Friends! (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"Happy Party with Hello Kitty & Friends! (Europe) (En,Fr,De,Es,It,Nl).nds"
"nds/Hardy Boys, The - Treasure on the Tracks (USA).nds",nds,"Hardy Boys, The - Treasure on the Tracks (USA).nds"
"nds/Harvest Fishing (Europe) (En,Fr,De,Es,It).nds",nds,"Harvest Fishing (Europe) (En,Fr,De,Es,It).nds"
"nds/Harvest Moon - The Tale of Two Towns (Europe) (En,Fr,De).nds",nds,"Harvest Moon - The Tale of Two Towns (Europe) (En,Fr,De).nds"
nds/Have Fun with Crosswords (Europe).nds,nds,Have Fun with Crosswords (Europe).nds
"nds/Heathcliff! - Frantic Foto (USA) (En,Fr,Es) (Rev 1).nds",nds,"Heathcliff! - Frantic Foto (USA) (En,Fr,Es) (Rev 1).nds"
"nds/Hidden Mysteries - Buckingham Palace (Europe) (En,Fr,It).nds",nds,"Hidden Mysteries - Buckingham Palace (Europe) (En,Fr,It).nds"
nds/Hidden Mysteries - Salem Secrets (Europe).nds,nds,Hidden Mysteries - Salem Secrets (Europe).nds
nds/Hidden Mysteries - Titanic (Europe).nds,nds,Hidden Mysteries - Titanic (Europe).nds
"nds/Hidden Objects - The Big Journey (Europe) (En,De).nds",nds,"Hidden Objects - The Big Journey (Europe) (En,De).nds"
"nds/Honda ATV Fever (USA) (En,Fr,Es).nds",nds,"Honda ATV Fever (USA) (En,Fr,Es).nds"
"nds/Hop (USA) (En,Fr,Es).nds",nds,"Hop (USA) (En,Fr,Es).nds"
nds/Hoppie (USA).nds,nds,Hoppie (USA).nds
nds/Hoshigami (Europe).nds,nds,Hoshigami (Europe).nds
"nds/House M.D. - The Official Game (Europe) (En,Fr,De).nds",nds,"House M.D. - The Official Game (Europe) (En,Fr,De).nds"
"nds/Humans, The - Meet the Ancestors! (USA) (En,Fr,Es).nds",nds,"Humans, The - Meet the Ancestors! (USA) (En,Fr,Es).nds"
"nds/I Am an... Air Traffic Controller by DS (Europe) (En,Fr,De,Es,It).nds",nds,"I Am an... Air Traffic Controller by DS (Europe) (En,Fr,De,Es,It).nds"
"nds/I Did It Mum! - Boy (Europe) (En,Fr,De,Es,It).nds",nds,"I Did It Mum! - Boy (Europe) (En,Fr,De,Es,It).nds"
"nds/I Did It Mum! - Girl (Europe) (En,Fr,De,Es,It).nds",nds,"I Did It Mum! - Girl (Europe) (En,Fr,De,Es,It).nds"
"nds/I Did It Mum! 2 - Girl (Europe) (En,Fr,De,Es,It).nds",nds,"I Did It Mum! 2 - Girl (Europe) (En,Fr,De,Es,It).nds"
nds/I Love Babies (USA).nds,nds,I Love Babies (USA).nds
nds/I Love Puppies (USA).nds,nds,I Love Puppies (USA).nds
nds/I Spy Game Pack (USA).nds,nds,I Spy Game Pack (USA).nds
"nds/Ice Age 3 - Dawn of the Dinosaurs (Europe) (En,Sv).nds",nds,"Ice Age 3 - Dawn of the Dinosaurs (Europe) (En,Sv).nds"
"nds/Imagine - Babies (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"Imagine - Babies (Europe) (En,Fr,De,Es,It,Nl).nds"
"nds/Imagine - Baby Club (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da).nds",nds,"Imagine - Baby Club (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da).nds"
"nds/Imagine - Ballet Dancer (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"Imagine - Ballet Dancer (Europe) (En,Fr,De,Es,It,Nl).nds"
"nds/Imagine - Beauty Stylist (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds",nds,"Imagine - Beauty Stylist (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds"
"nds/Imagine - Champion Rider (Europe) (En,Fr,De,Es,It) (NDSi Enhanced).nds",nds,"Imagine - Champion Rider (Europe) (En,Fr,De,Es,It) (NDSi Enhanced).nds"
"nds/Imagine - Detective Adventures (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds",nds,"Imagine - Detective Adventures (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds"
"nds/Imagine - Doctor (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds",nds,"Imagine - Doctor (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds"
"nds/Imagine - Dream Resort (Europe) (En,Fr,De,Es,It) (NDSi Enhanced).nds",nds,"Imagine - Dream Resort (Europe) (En,Fr,De,Es,It) (NDSi Enhanced).nds"
"nds/Imagine - Dream Weddings (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da).nds",nds,"Imagine - Dream Weddings (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da).nds"
"nds/Imagine - Fashion Model (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da).nds",nds,"Imagine - Fashion Model (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da).nds"
"nds/Imagine - Fashion Paradise (Europe) (En,Fr,De,Es,It,Pt) (NDSi Enhanced).nds",nds,"Imagine - Fashion Paradise (Europe) (En,Fr,De,Es,It,Pt) (NDSi Enhanced).nds"
"nds/Imagine - Girl Band (Europe) (En,Fr,De,Es,It).nds",nds,"Imagine - Girl Band (Europe) (En,Fr,De,Es,It).nds"
"nds/Imagine - Happy Cooking (Europe) (En,Fr,De,Es,It).nds",nds,"Imagine - Happy Cooking (Europe) (En,Fr,De,Es,It).nds"
"nds/Imagine - Journalist (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da) (NDSi Enhanced).nds",nds,"Imagine - Journalist (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da) (NDSi Enhanced).nds"
"nds/Imagine - Modern Dancer (Europe) (En,Fr,De,Es,It).nds",nds,"Imagine - Modern Dancer (Europe) (En,Fr,De,Es,It).nds"
"nds/Imagine - My Boutique (Europe) (En,Fr,De,Es,It).nds",nds,"Imagine - My Boutique (Europe) (En,Fr,De,Es,It).nds"
"nds/Imagine - Pet Vet (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds",nds,"Imagine - Pet Vet (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds"
"nds/Imagine - Rescue Vet (Europe) (En,Fr,De,Es,It) (NDSi Enhanced).nds",nds,"Imagine - Rescue Vet (Europe) (En,Fr,De,Es,It) (NDSi Enhanced).nds"
"nds/Imagine - Teacher - School Trip (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"Imagine - Teacher - School Trip (Europe) (En,Fr,De,Es,It,Nl).nds"
"nds/Imagine - Wildlife Keeper (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds",nds,"Imagine - Wildlife Keeper (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds"
"nds/Incredible Hulk, The (USA) (En,Fr,De,Es,It).nds",nds,"Incredible Hulk, The (USA) (En,Fr,De,Es,It).nds"
"nds/Incredibles, The - Rise of the Underminer (USA).nds",nds,"Incredibles, The - Rise of the Underminer (USA).nds"
"nds/International Athletics (Europe) (En,Fr,De,Es,It).nds",nds,"International Athletics (Europe) (En,Fr,De,Es,It).nds"
"nds/Iron Man 2 - The Video Game (Europe) (En,Fr,De,Es,It).nds",nds,"Iron Man 2 - The Video Game (Europe) (En,Fr,De,Es,It).nds"
"nds/Izuna - The Legend of the Ninja (Europe) (En,Fr,It).nds",nds,"Izuna - The Legend of the Ninja (Europe) (En,Fr,It).nds"
"nds/Jam Sessions - Sing & Play Guitar (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"Jam Sessions - Sing & Play Guitar (Europe) (En,Fr,De,Es,It,Nl).nds"
nds/James Bond 007 - Blood Stone (USA).nds,nds,James Bond 007 - Blood Stone (USA).nds
"nds/James Bond 007 - Quantum of Solace (USA) (En,Fr).nds",nds,"James Bond 007 - Quantum of Solace (USA) (En,Fr).nds"
nds/Jewel Link - Arctic Quest (Europe).nds,nds,Jewel Link - Arctic Quest (Europe).nds
"nds/Jewel Link - Legends of Atlantis (Europe) (En,Fr,Es,It).nds",nds,"Jewel Link - Legends of Atlantis (Europe) (En,Fr,Es,It).nds"
nds/Jewel Link - Safari Quest (Europe).nds,nds,Jewel Link - Safari Quest (Europe).nds
"nds/Jewel Link Chronicles - Legend of Athena (Europe) (En,Fr,Es,It).nds",nds,"Jewel Link Chronicles - Legend of Athena (Europe) (En,Fr,Es,It).nds"
nds/Jewel Link Double Pack (Europe).nds,nds,Jewel Link Double Pack (Europe).nds
"nds/Jewel Master - Cradle of Egypt (Europe) (En,Fr,Es,It).nds",nds,"Jewel Master - Cradle of Egypt (Europe) (En,Fr,Es,It).nds"
"nds/Jewel Master - Cradle of Rome (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"Jewel Master - Cradle of Rome (Europe) (En,Fr,De,Es,It,Nl).nds"
"nds/Jewel Match 3 (Europe) (En,Fr,De,Nl).nds",nds,"Jewel Match 3 (Europe) (En,Fr,De,Nl).nds"
nds/Jewel Quest - Mysteries - Curse of the Emerald Tear (Europe).nds,nds,Jewel Quest - Mysteries - Curse of the Emerald Tear (Europe).nds
nds/Jewel Quest - Solitaire - Solitaire with a Twist! (Europe).nds,nds,Jewel Quest - Solitaire - Solitaire with a Twist! (Europe).nds
"nds/Jojo's Fashion Show (Europe) (En,Fr,De,Es,It) [b].nds",nds,"Jojo's Fashion Show (Europe) (En,Fr,De,Es,It) [b].nds"
nds/JumpStart - Deep Sea Escape (USA).nds,nds,JumpStart - Deep Sea Escape (USA).nds
nds/JumpStart - Legend of Lost Island (USA).nds,nds,JumpStart - Legend of Lost Island (USA).nds
nds/Junior Brain Trainer - Math Edition (USA).nds,nds,Junior Brain Trainer - Math Edition (USA).nds
nds/Junior Classic Books & Fairytales (USA).nds,nds,Junior Classic Books & Fairytales (USA).nds
nds/Junior Island Adventure (USA).nds,nds,Junior Island Adventure (USA).nds
nds/Junior Mystery Quest (USA).nds,nds,Junior Mystery Quest (USA).nds
"nds/Just Sing! - Vol. 2 (Europe) (En,Fr,De) (VJVP) (NDSi Enhanced).nds",nds,"Just Sing! - Vol. 2 (Europe) (En,Fr,De) (VJVP) (NDSi Enhanced).nds"
"nds/Just Sing! - Vol. 3 (Europe) (En,Fr,De) (NDSi Enhanced).nds",nds,"Just Sing! - Vol. 3 (Europe) (En,Fr,De) (NDSi Enhanced).nds"
nds/Kameleon (Europe).nds,nds,Kameleon (Europe).nds
"nds/Karrablast-shelmet Distribution 2011 (Europe) (En,Fr,De,Es,It) (Wi-Fi Kiosk) (Save Data).nds",nds,"Karrablast-shelmet Distribution 2011 (Europe) (En,Fr,De,Es,It) (Wi-Fi Kiosk) (Save Data).nds"
"nds/Keldeo Distribution 2012 (USA, Europe) (En,Fr,De,Es,It) (Wi-Fi Kiosk) (Save Data).nds",nds,"Keldeo Distribution 2012 (USA, Europe) (En,Fr,De,Es,It) (Wi-Fi Kiosk) (Save Data).nds"
